Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,BytesReceived,BytesSent,InterfaceLuid,InterfaceType,L2ProfileFlags,L2ProfileId,ProfileName
1,2026-07-03 18:17:00,LicenseManager,,,LocalService,S-1-5-19,,6,275,6393,7396,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
2,2026-07-03 18:17:00,wlidsvc,,,LocalService,S-1-5-19,,6,276,11167,12311,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
3,2026-07-03 18:17:00,wlidsvc,,,LocalSystem,S-1-5-18,,4,276,53529,78896,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
4,2026-07-03 18:17:00,wuauserv,,,LocalSystem,S-1-5-18,,4,277,1256066,794051,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
5,2026-07-03 18:17:00,Dnscache,,,NetworkService,S-1-5-20,,9,278,42306,20098,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
6,2026-07-03 18:17:00,,,,UnknownOrUserSid,,,2,1,1433489256,9322543,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
7,2026-07-03 18:17:00,SSDPSRV,,,LocalService,S-1-5-19,,6,279,1513,0,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
8,2026-07-03 18:17:00,\device\harddiskvolume3\windows\system32\windowspowershell\v1.0\powershell.exe,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,280,26487441,1203215,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
9,2026-07-03 18:17:00,DoSvc,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,281,20340214,494171,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
10,2026-07-03 18:17:00,\device\harddiskvolume3\windows\system32\dllhost.exe,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,282,10689,6466,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
11,2026-07-03 18:17:00,wisvc,,,LocalSystem,S-1-5-18,,4,283,20219,14995,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
12,2026-07-03 18:17:00,Microsoft.Windows.StartMenuExperienceHost_10.0.26100.1301_neutral_neutral_cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,284,43467,11314,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
13,2026-07-03 18:17:00,WpnService,,,LocalSystem,S-1-5-18,,4,285,11832,9923,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
14,2026-07-03 18:17:00,netprofm,,,NetworkService,S-1-5-20,,9,286,361,327,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
15,2026-07-03 18:17:00,DiagTrack,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,287,159665,284317,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
16,2026-07-03 18:17:00,InstallService,,,LocalSystem,S-1-5-18,,4,288,12691,3070,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
17,2026-07-03 18:17:00,wlidsvc,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,276,20260,27306,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
18,2026-07-03 18:17:00,\device\harddiskvolume3\windows\system32\taskhostw.exe,,,LocalSystem,S-1-5-18,,4,289,167781,112165,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
19,2026-07-03 18:17:00,CryptSvc,,,NetworkService,S-1-5-20,,9,290,20093,1208,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
20,2026-07-03 18:17:00,DiagTrack,,,LocalSystem,S-1-5-18,,4,287,5798,2814,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
21,2026-07-03 18:17:00,DoSvc,,,NetworkService,S-1-5-20,,9,281,213399,8823,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
22,2026-07-03 18:17:00,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe,,,LocalSystem,S-1-5-18,,4,291,13164832,486415,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
23,2026-07-03 18:17:00,\device\harddiskvolume3\windows\syswow64\wermgr.exe,,,LocalSystem,S-1-5-18,,4,292,8318,19259,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
24,2026-07-03 18:17:00,CryptSvc,,,LocalSystem,S-1-5-18,,4,290,2546,466,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
25,2026-07-03 18:17:00,BITS,,,LocalService,S-1-5-19,,6,293,102906,12871,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
26,2026-07-03 18:17:00,System,,,LocalSystem,S-1-5-18,,4,29,854,3678,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
27,2026-07-03 18:17:00,System\IPv6 Control Message,,,LocalSystem,S-1-5-18,,4,294,0,630,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
28,2026-07-03 18:17:00,MicrosoftWindows.Client.CBS_1000.26100.18.0_x64__cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,295,18093,11583,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
29,2026-07-03 18:17:00,BITS,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,293,86169,7730,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
30,2026-07-03 18:17:00,\device\harddiskvolume3\windows\explorer.exe,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,296,6366,4095,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
31,2026-07-03 18:17:00,wuauserv,,,UnknownOrUserSid,S-1-5-21-2395961029-2893071609-3470587398-1000,,60,277,145473,32243,1689399616077824,IF_TYPE_ETHERNET_CSMACD,0,0,
