ApplicationName,ProgramId,FileKeyLastWriteTimestamp,SHA1,IsOsComponent,FullPath,Name,FileExtension,LinkDate,ProductName,Size,Version,ProductVersion,LongPathHash,BinaryType,IsPeFile,BinFileVersion,BinProductVersion,Usn,Language,Description,OriginalFileName
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2020-09-18 04:58:06,992aaab7a56c5447a2d5209d3135e1f9494a97d5,True,c:\windows\system32\compattelrunner.exe,CompatTelRunner.exe,.exe,1971-06-05 00:25:25,microsoft® windows® operating system,172184,10.0.19041.1 (winbuild.160101.0800),10.0.19041.1,compattelrunner.|732ad1627e12cb48,pe64_amd64,True,10.0.19041.1,10.0.19041.1,0,1033,,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2020-09-18 05:49:27,69a1dcf6a41bc750cacec3185c99839c079275bd,True,c:\windows\system32\csrss.exe,csrss.exe,.exe,2022-05-26 16:22:23,microsoft® windows® operating system,17592,10.0.19041.1 (winbuild.160101.0800),10.0.19041.1,csrss.exe|a9363ee544229f11,pe64_amd64,True,10.0.19041.1,10.0.19041.1,0,1033,,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2020-09-18 05:49:27,72b068446c47c606a257e6bfc43edd3be211f2da,True,c:\windows\system32\devicecensus.exe,DeviceCensus.exe,.exe,1988-04-21 13:15:01,microsoft® windows® operating system,37688,10.0.19041.1 (winbuild.160101.0800),10.0.19041.1,devicecensus.exe|26420fddf94319b3,pe64_amd64,True,10.0.19041.1,10.0.19041.1,0,1033,,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2020-09-18 05:53:13,5aede130f364410373b91d10fc767f2c32b1d5c9,True,c:\windows\system32\drvinst.exe,drvinst.exe,.exe,2024-06-26 05:25:32,microsoft® windows® operating system,301568,10.0.19041.1 (winbuild.160101.0800),10.0.19041.1,drvinst.exe|aa32db6491e404e1,pe64_amd64,True,10.0.19041.1,10.0.19041.1,0,1033,,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2020-09-18 22:44:05,89580a4215514876d83d70f86aacae74d9cc0b0b,True,c:\windows\system32\mousocoreworker.exe,MoUsoCoreWorker.exe,.exe,2049-11-10 12:34:08,microsoft® windows® operating system,1505792,10.0.19041.264 (winbuild.160101.0800),10.0.19041.264,mousocoreworker.|8858c0fc69bb3765,pe64_amd64,True,10.0.19041.264,10.0.19041.264,0,1033,,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2020-09-19 01:32:14,85536ad6afee43b728ed12ee8cffca41f74f6446,True,c:\program files\windows defender\msmpeng.exe,MsMpEng.exe,.exe,1993-01-18 16:54:13,microsoft® windows® operating system,103384,4.18.1909.6 (winbuild.160101.0800),4.18.1909.6,msmpeng.exe|63879835f5c234e3,pe64_amd64,True,4.18.1909.6,4.18.1909.6,0,1033,,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2020-09-18 05:51:52,ce8669d8826c8795115d58c62e726ae53943dce9,True,c:\windows\syswow64\onedrivesetup.exe,OneDriveSetup.exe,.exe,2019-04-23 21:32:24,microsoft onedrive,30870320,19.043.0304.0013,19.043.0304.0013,onedrivesetup.ex|d72672c5b63baf6d,pe32_i386,True,19.43.304.13,19.43.304.13,0,1033,,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2020-09-19 01:24:39,53e696941b2a5fa304100cd0011f9478f282dab7,True,c:\windows\system32\sihclient.exe,SIHClient.exe,.exe,2047-03-07 19:01:29,microsoft® windows® operating system,360024,10.0.19041.1 (winbuild.160101.0800),10.0.19041.1,sihclient.exe|92e5ae7dc3f76efd,pe64_amd64,True,10.0.19041.1,10.0.19041.1,0,1033,,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2020-09-18 05:44:58,66f5e6dade65d7dba979602830d58e53e60fdffb,True,c:\windows\system32\svchost.exe,svchost.exe,.exe,2037-07-18 06:45:20,microsoft® windows® operating system,57368,10.0.19041.1 (winbuild.160101.0800),10.0.19041.1,svchost.exe|3a3b9820ea882eb4,pe64_amd64,True,10.0.19041.1,10.0.19041.1,0,1033,,
Unassociated,00067fa9c497fee8ada44ca1f45117837c6800000904,2020-09-18 05:49:27,2b0390dd4520dd77258bf52ad96692538c4de6d3,False,c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.262_none_e73f0197262d9fec\tiworker.exe,TiWorker.exe,.exe,2017-10-19 22:47:14,microsoft® windows® operating system,239432,10.0.19041.262 (winbuild.160101.0800),10.0.19041.262,tiworker.exe|482292fb2e78c1fd,pe64_amd64,True,10.0.19041.262,10.0.19041.262,0,1033,,
